TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
53.83,1,Baltimore,1,70.0,2,131.0,1.0,4580.59,2024-11-04 08:11:45
11.09,1,Charlotte,1,51.0,1,95.0,1.0,2990.05,2024-11-04 08:10:21
449.18,1,Denver,2,67.0,2,50.0,1.0,1025.99,2024-11-04 08:09:23
1135.8,1,San Diego,0,30.0,0,250.0,1.0,13534.3,2024-11-04 08:07:14
297.6,1,Milwaukee,2,39.0,0,162.0,1.0,1461.17,2024-11-04 08:09:49
683.75,1,Las Vegas,1,32.0,0,106.0,1.0,6333.72,2024-11-04 08:07:48
315.94,1,Omaha,0,78.0,2,93.0,1.0,4273.99,2024-11-04 08:06:28
331.32,1,Sacramento,1,61.0,0,137.0,5.0,13054.54,2024-11-04 08:07:35
223.76,0,Boston,1,74.0,2,110.0,1.0,4102.23,2024-11-04 08:10:57
216.03,1,Boston,0,42.0,0,300.0,1.0,10462.77,2024-11-04 08:09:44
17.42,1,Dallas,0,74.0,2,150.0,1.0,6851.31,2024-11-04 08:12:14
491.91,1,Milwaukee,2,78.0,2,155.0,1.0,2421.94,2024-11-04 08:09:09
218.07,1,Austin,1,23.0,3,243.0,1.0,443.62,2024-11-04 08:06:31
422.14,0,Albuquerque,1,26.0,3,109.0,1.0,1436.32,2024-11-04 08:07:24
613.21,1,Tucson,0,61.0,2,157.0,1.0,3279.12,2024-11-04 08:10:22
73.83,1,Las Vegas,2,69.0,0,69.0,1.0,6020.29,2024-11-04 08:06:50
67.33,1,Detroit,2,59.0,1,36.0,1.0,5925.98,2024-11-04 08:07:11
26.92,1,Indianapolis,0,62.0,2,43.0,1.0,1674.94,2024-11-04 08:07:16
18.3,1,Mesa,2,48.0,1,155.0,1.0,3733.52,2024-11-04 08:08:03
317.94,1,Los Angeles,0,54.0,1,124.0,1.0,2996.51,2024-11-04 08:11:41
179.38,1,Mesa,2,40.0,0,173.0,1.0,11666.18,2024-11-04 08:10:30
13.92,1,Los Angeles,0,37.0,1,209.0,1.0,2735.84,2024-11-04 08:09:58
365.43,1,Portland,0,25.0,3,176.0,1.0,1073.51,2024-11-04 08:09:24
263.59,1,Dallas,1,71.0,2,16.0,1.0,6996.35,2024-11-04 08:12:00
54.8,1,Albuquerque,1,34.0,1,140.0,1.0,4943.49,2024-11-04 08:08:57
31.39,1,Tucson,0,20.0,3,15.0,1.0,998.49,2024-11-04 08:06:27
5.71,1,Tucson,1,21.0,3,106.0,1.0,1285.42,2024-11-04 08:10:30
178.39,1,Tucson,2,34.0,1,98.0,1.0,8469.43,2024-11-04 08:09:32
36.09,1,Columbus,1,53.0,0,167.0,1.0,12319.26,2024-11-04 08:07:59
91.77,1,Omaha,1,51.0,0,174.0,1.0,9240.73,2024-11-04 08:07:12
137.81,1,Detroit,1,58.0,1,44.0,1.0,2631.47,2024-11-04 08:07:40
256.34,1,Kansas City,1,69.0,2,99.0,1.0,7471.63,2024-11-04 08:07:03
56.11,1,Boston,1,36.0,0,109.0,1.0,11123.65,2024-11-04 08:06:58
118.1,1,Fort Worth,0,50.0,1,50.0,1.0,7976.6,2024-11-04 08:12:07
137.86,0,Sacramento,2,66.0,0,120.0,1.0,8046.94,2024-11-04 08:11:15
813.78,0,Atlanta,0,54.0,0,55.0,1.0,14935.5,2024-11-04 08:08:31
237.97,1,Columbus,0,69.0,0,69.0,1.0,13486.15,2024-11-04 08:06:37
684.96,1,Mesa,0,21.0,3,31.0,1.0,526.67,2024-11-04 08:07:05
878.63,1,Columbus,0,60.0,1,139.0,1.0,4954.37,2024-11-04 08:07:05
276.56,1,Austin,1,68.0,0,15.0,1.0,8942.58,2024-11-04 08:08:57
8.75,1,Louisville,0,79.0,2,199.0,1.0,4044.62,2024-11-04 08:10:17
637.48,1,Colorado Springs,2,65.0,2,207.0,1.0,4148.85,2024-11-04 08:08:09
103.15,1,San Diego,1,51.0,0,179.0,1.0,11388.15,2024-11-04 08:07:27
505.6,1,Denver,1,52.0,2,183.0,1.0,5347.57,2024-11-04 08:10:09
371.86,1,Miami,0,46.0,0,91.0,1.0,1329.45,2024-11-04 08:08:19
14.26,1,Virginia Beach,1,50.0,1,37.0,1.0,2475.65,2024-11-04 08:09:14
13.16,1,Mesa,1,43.0,1,98.0,1.0,1019.46,2024-11-04 08:10:30
167.92,1,Memphis,0,40.0,0,136.0,2.0,14321.73,2024-11-04 08:08:14
73.01,1,Houston,0,56.0,2,101.0,1.0,2833.12,2024-11-04 08:09:48
201.5,0,Dallas,2,61.0,0,196.0,1.0,12148.32,2024-11-04 08:08:48
150.3,1,Las Vegas,2,41.0,0,204.0,1.0,14371.08,2024-11-04 08:08:30
23.7,1,San Francisco,0,46.0,0,32.0,1.0,7947.44,2024-11-04 08:11:44
49.59,1,Boston,1,48.0,1,147.0,1.0,6037.03,2024-11-04 08:09:56
720.13,0,Omaha,0,22.0,3,96.0,1.0,387.02,2024-11-04 08:07:31
134.92,1,Los Angeles,2,19.0,3,101.0,1.0,1081.97,2024-11-04 08:09:40
116.97,1,Oklahoma City,0,18.0,3,299.0,1.0,729.7,2024-11-04 08:08:24
11.06,1,Colorado Springs,0,34.0,1,13.0,3.0,2782.21,2024-11-04 08:07:08
88.29,0,Houston,2,50.0,1,287.0,1.0,5245.93,2024-11-04 08:09:17
5.81,1,Houston,0,25.0,3,222.0,1.0,1290.95,2024-11-04 08:08:02
103.48,1,Baltimore,0,32.0,1,33.0,1.0,6494.25,2024-11-04 08:09:34
156.74,1,Oklahoma City,0,70.0,2,136.0,1.0,4004.35,2024-11-04 08:08:30
505.14,1,Portland,0,68.0,2,179.0,1.0,2525.47,2024-11-04 08:11:16
31.06,1,Kansas City,0,46.0,0,61.0,1.0,11014.25,2024-11-04 08:07:24
7.61,1,Atlanta,0,50.0,0,163.0,1.0,6275.0,2024-11-04 08:08:10
276.16,0,Portland,0,53.0,2,71.0,1.0,1733.34,2024-11-04 08:11:57
145.77,1,Memphis,0,68.0,2,237.0,1.0,5294.98,2024-11-04 08:11:25
369.44,1,Detroit,2,34.0,1,19.0,1.0,5018.67,2024-11-04 08:08:32
558.86,1,Austin,0,60.0,0,95.0,1.0,9844.32,2024-11-04 08:11:19
429.15,1,Las Vegas,1,26.0,3,218.0,1.0,712.13,2024-11-04 08:11:30
36.74,1,Tucson,1,33.0,0,133.0,1.0,6217.58,2024-11-04 08:07:57
79.14,0,Portland,2,57.0,2,22.0,1.0,2229.56,2024-11-04 08:08:52
132.48,1,Charlotte,1,36.0,1,101.0,1.0,9313.05,2024-11-04 08:07:12
136.48,1,Charlotte,2,52.0,1,138.0,4.0,4618.53,2024-11-04 08:09:36
203.76,1,Colorado Springs,1,55.0,2,37.0,1.0,6747.16,2024-11-04 08:09:45
750.95,1,Chicago,1,78.0,2,27.0,1.0,5134.37,2024-11-04 08:11:09
0.84,1,Austin,0,52.0,1,31.0,1.0,2207.54,2024-11-04 08:07:14
257.18,1,Los Angeles,2,67.0,0,28.0,1.0,13336.15,2024-11-04 08:10:15
767.66,1,San Jose,0,63.0,0,155.0,1.0,1801.69,2024-11-04 08:12:04
182.29,1,San Diego,2,54.0,0,123.0,1.0,522.39,2024-11-04 08:08:24
184.51,0,Portland,2,54.0,0,118.0,1.0,9381.64,2024-11-04 08:09:30
451.31,1,Fort Worth,0,62.0,2,166.0,5.0,2963.29,2024-11-04 08:07:38
144.1,1,Chicago,1,57.0,0,30.0,1.0,11523.64,2024-11-04 08:10:03
72.5,1,Fort Worth,0,40.0,0,30.0,1.0,12723.62,2024-11-04 08:11:48
74.11,0,Virginia Beach,2,69.0,2,71.0,4.0,3920.11,2024-11-04 08:08:28
22.15,1,Denver,1,44.0,0,73.0,1.0,7451.83,2024-11-04 08:11:03
777.92,1,Austin,1,62.0,0,97.0,1.0,7061.58,2024-11-04 08:09:32
790.07,1,Miami,2,28.0,3,197.0,1.0,985.77,2024-11-04 08:10:46
767.41,1,Fort Worth,0,56.0,0,27.0,1.0,12799.34,2024-11-04 08:08:55
4.58,0,Atlanta,2,21.0,3,135.0,1.0,811.24,2024-11-04 08:06:26
49.67,1,Atlanta,2,21.0,3,146.0,1.0,842.94,2024-11-04 08:08:23
77.83,0,Kansas City,1,49.0,1,146.0,1.0,2471.53,2024-11-04 08:10:31
702.87,1,Washington,0,19.0,3,184.0,1.0,1237.5,2024-11-04 08:11:14
868.05,0,San Diego,2,49.0,1,119.0,1.0,3931.03,2024-11-04 08:09:57
52.87,1,Indianapolis,1,24.0,3,70.0,1.0,960.96,2024-11-04 08:11:49
179.0,1,Houston,0,78.0,2,121.0,1.0,7310.88,2024-11-04 08:10:18
1168.26,0,Philadelphia,2,73.0,2,37.0,1.0,1385.74,2024-11-04 08:09:53
384.11,1,Fort Worth,0,58.0,2,12.0,1.0,7902.52,2024-11-04 08:06:36
227.61,1,Houston,2,71.0,2,61.0,1.0,4405.28,2024-11-04 08:07:41
40.83,1,Indianapolis,0,48.0,1,24.0,1.0,3944.12,2024-11-04 08:12:04
484.24,1,Raleigh,1,67.0,0,77.0,1.0,8042.3,2024-11-04 08:06:44
301.47,1,Colorado Springs,1,21.0,3,291.0,1.0,560.73,2024-11-04 08:09:25
199.09,1,Detroit,2,70.0,0,89.0,1.0,1658.52,2024-11-04 08:08:46
515.94,1,San Francisco,0,29.0,1,37.0,1.0,1389.89,2024-11-04 08:11:10
41.93,1,Fresno,0,48.0,1,136.0,1.0,5081.26,2024-11-04 08:06:24
95.35,1,Chicago,2,21.0,3,131.0,1.0,1639.9,2024-11-04 08:07:22
93.14,1,Memphis,2,67.0,2,151.0,1.0,5473.82,2024-11-04 08:07:53
1427.71,1,New York,1,64.0,0,159.0,1.0,1729.26,2024-11-04 08:09:30
79.33,0,Las Vegas,2,51.0,0,109.0,1.0,14798.1,2024-11-04 08:07:06
233.71,1,Jacksonville,2,19.0,3,297.0,1.0,1231.98,2024-11-04 08:12:09
14.92,1,Las Vegas,1,26.0,1,120.0,1.0,6611.26,2024-11-04 08:07:33
242.17,1,Jacksonville,0,60.0,0,147.0,1.0,883.72,2024-11-04 08:10:41
122.98,1,Jacksonville,2,79.0,2,228.0,1.0,5055.99,2024-11-04 08:09:50
129.35,1,Las Vegas,0,52.0,1,130.0,1.0,7166.88,2024-11-04 08:09:41
138.33,1,Dallas,2,21.0,3,69.0,1.0,232.56,2024-11-04 08:09:17
39.31,1,Portland,2,25.0,3,178.0,1.0,1236.38,2024-11-04 08:06:47
91.85,1,Seattle,2,21.0,3,148.0,1.0,802.09,2024-11-04 08:12:14
277.7,1,Nashville,1,58.0,1,107.0,1.0,1423.2,2024-11-04 08:11:43
114.03,1,Portland,0,51.0,0,172.0,1.0,13388.56,2024-11-04 08:11:42
302.63,0,San Jose,1,27.0,1,10.0,1.0,2801.28,2024-11-04 08:07:17
31.19,1,Charlotte,0,52.0,1,74.0,1.0,5545.96,2024-11-04 08:09:33
112.91,0,Tucson,2,27.0,1,135.0,1.0,4764.48,2024-11-04 08:09:36
742.26,1,San Diego,2,27.0,1,36.0,1.0,7868.19,2024-11-04 08:10:01
256.8,1,Charlotte,0,26.0,3,80.0,1.0,1128.38,2024-11-04 08:09:22
378.68,1,Fort Worth,0,60.0,0,239.0,1.0,7627.04,2024-11-04 08:07:11
571.93,1,Washington,2,52.0,2,119.0,1.0,4026.03,2024-11-04 08:06:42
26.31,0,Austin,2,77.0,2,163.0,1.0,7095.76,2024-11-04 08:06:54
533.61,1,Mesa,2,48.0,1,115.0,1.0,3656.93,2024-11-04 08:11:43
428.62,1,Raleigh,1,55.0,2,72.0,1.0,3473.24,2024-11-04 08:10:24
361.22,1,Raleigh,0,64.0,2,167.0,1.0,7061.73,2024-11-04 08:10:24
837.29,1,Phoenix,1,25.0,3,216.0,1.0,6012.67,2024-11-04 08:07:12
135.27,1,Atlanta,0,48.0,0,131.0,1.0,9410.51,2024-11-04 08:09:32
185.1,1,Albuquerque,1,53.0,2,23.0,1.0,6115.63,2024-11-04 08:10:41
354.96,1,Fort Worth,2,69.0,0,96.0,1.0,6712.94,2024-11-04 08:08:19
224.22,1,Fresno,1,53.0,0,37.0,1.0,8400.87,2024-11-04 08:12:18
737.1,1,Washington,0,60.0,2,92.0,1.0,4644.19,2024-11-04 08:11:08
223.22,1,Fort Worth,0,27.0,3,96.0,1.0,1734.22,2024-11-04 08:08:15
557.26,1,San Jose,0,69.0,0,53.0,1.0,5237.12,2024-11-04 08:09:49
1496.57,1,Memphis,2,33.0,1,95.0,1.0,969.06,2024-11-04 08:06:37
27.44,1,Boston,0,62.0,2,164.0,1.0,5950.48,2024-11-04 08:08:43
310.09,1,Detroit,1,36.0,0,166.0,1.0,9962.5,2024-11-04 08:10:52
80.38,1,Kansas City,2,52.0,0,116.0,1.0,9662.88,2024-11-04 08:09:54
26.1,0,Detroit,1,66.0,0,115.0,1.0,5243.0,2024-11-04 08:10:24
845.14,0,Oklahoma City,1,73.0,2,183.0,1.0,1702.65,2024-11-04 08:11:10
59.73,1,Fresno,0,27.0,3,56.0,1.0,800.93,2024-11-04 08:10:10
758.77,1,San Antonio,0,60.0,1,114.0,1.0,7231.47,2024-11-04 08:08:24
301.51,1,Charlotte,0,22.0,3,284.0,1.0,1052.31,2024-11-04 08:11:09
118.06,0,Las Vegas,1,32.0,0,31.0,1.0,13560.63,2024-11-04 08:07:10
483.92,1,New York,0,70.0,2,115.0,1.0,3138.0,2024-11-04 08:06:59
78.93,1,Mesa,0,38.0,0,145.0,1.0,9916.24,2024-11-04 08:12:17
36.63,1,Miami,0,75.0,2,261.0,1.0,7941.73,2024-11-04 08:07:35
87.85,1,Colorado Springs,1,49.0,1,63.0,1.0,3753.24,2024-11-04 08:07:16
1001.83,1,Philadelphia,2,31.0,0,55.0,1.0,9733.83,2024-11-04 08:11:43
705.34,1,Washington,2,59.0,0,124.0,1.0,5003.22,2024-11-04 08:12:18
146.55,1,Virginia Beach,2,54.0,2,124.0,5.0,4087.44,2024-11-04 08:07:38
116.89,1,Columbus,2,71.0,2,226.0,1.0,4880.31,2024-11-04 08:06:37
106.41,1,Los Angeles,1,57.0,2,87.0,1.0,1310.38,2024-11-04 08:07:01
1087.9,1,Boston,0,78.0,2,103.0,1.0,2513.51,2024-11-04 08:12:04
584.41,1,Las Vegas,0,23.0,3,41.0,1.0,4475.22,2024-11-04 08:11:29
584.98,0,Chicago,1,55.0,2,121.0,1.0,6521.05,2024-11-04 08:07:59
79.21,1,Colorado Springs,1,56.0,2,140.0,1.0,1615.04,2024-11-04 08:07:01
173.13,0,Atlanta,2,20.0,3,288.0,1.0,1490.34,2024-11-04 08:07:24
1225.5,0,Las Vegas,2,50.0,0,109.0,1.0,8611.17,2024-11-04 08:11:41
422.81,1,Los Angeles,1,28.0,3,193.0,1.0,1929.28,2024-11-04 08:10:28
135.43,1,San Jose,0,57.0,2,92.0,1.0,5315.83,2024-11-04 08:08:57
308.94,1,Los Angeles,2,25.0,3,167.0,1.0,1931.66,2024-11-04 08:07:47
295.93,1,Boston,1,36.0,0,117.0,1.0,1050.63,2024-11-04 08:09:56
1512.99,1,Philadelphia,2,19.0,3,50.0,1.0,9963.39,2024-11-04 08:09:45
77.44,1,Washington,1,58.0,2,268.0,1.0,1950.63,2024-11-04 08:10:59
92.5,0,Seattle,2,40.0,1,70.0,1.0,6295.45,2024-11-04 08:08:25
97.74,0,Los Angeles,2,41.0,1,137.0,1.0,4113.63,2024-11-04 08:07:15
291.68,1,Columbus,0,21.0,3,90.0,1.0,1451.02,2024-11-04 08:11:59
56.96,1,Albuquerque,0,22.0,3,135.0,1.0,1597.85,2024-11-04 08:07:18
436.8,1,Seattle,2,27.0,3,92.0,1.0,1256.33,2024-11-04 08:10:00
259.49,1,Austin,2,72.0,2,292.0,1.0,7320.61,2024-11-04 08:07:31
726.26,1,Omaha,2,57.0,2,147.0,1.0,2150.38,2024-11-04 08:06:49
568.68,1,Houston,0,72.0,2,101.0,1.0,2940.04,2024-11-04 08:08:39
999.28,1,Boston,2,29.0,1,40.0,1.0,4272.41,2024-11-04 08:12:15
14.16,0,Oklahoma City,1,74.0,2,290.0,1.0,5399.76,2024-11-04 08:10:20
1142.83,0,Omaha,1,61.0,2,48.0,1.0,2467.39,2024-11-04 08:11:26
61.33,1,Raleigh,0,27.0,1,129.0,1.0,7537.4,2024-11-04 08:06:27
27.64,1,New York,2,54.0,1,23.0,1.0,7498.51,2024-11-04 08:08:22
3.85,1,San Jose,0,29.0,0,32.0,1.0,10506.41,2024-11-04 08:08:51
431.22,0,Austin,1,73.0,2,129.0,1.0,6505.98,2024-11-04 08:07:30
178.55,1,Houston,1,55.0,1,67.0,1.0,7568.4,2024-11-04 08:12:21
248.76,1,Denver,0,18.0,3,56.0,1.0,546.46,2024-11-04 08:06:33
76.16,1,San Francisco,0,23.0,3,99.0,1.0,1072.25,2024-11-04 08:12:04
347.25,1,Indianapolis,0,69.0,0,250.0,1.0,7273.55,2024-11-04 08:08:01
325.98,1,Washington,0,19.0,3,277.0,1.0,782.35,2024-11-04 08:08:23
249.56,1,New York,1,76.0,2,246.0,1.0,4444.95,2024-11-04 08:11:08
17.43,1,Albuquerque,0,56.0,0,33.0,1.0,10658.88,2024-11-04 08:08:36
198.01,0,Austin,1,26.0,3,40.0,1.0,250.93,2024-11-04 08:10:09
585.58,1,Raleigh,1,23.0,3,55.0,1.0,1729.02,2024-11-04 08:09:16
434.67,0,Virginia Beach,2,27.0,3,124.0,1.0,1298.13,2024-11-04 08:10:09
510.7,0,Nashville,2,27.0,3,294.0,1.0,5828.48,2024-11-04 08:07:57
331.98,1,Denver,0,74.0,2,12.0,1.0,7600.99,2024-11-04 08:09:26
199.54,1,Portland,2,56.0,1,268.0,1.0,9603.73,2024-11-04 08:10:49
212.97,1,Atlanta,2,59.0,1,178.0,1.0,4180.4,2024-11-04 08:10:42
270.56,1,Philadelphia,2,23.0,3,139.0,1.0,1268.44,2024-11-04 08:08:05
306.37,1,Colorado Springs,0,26.0,1,120.0,1.0,9609.67,2024-11-04 08:07:43
643.02,0,Detroit,0,38.0,0,85.0,1.0,11989.39,2024-11-04 08:07:01
98.48,1,Miami,1,47.0,1,12.0,1.0,9538.92,2024-11-04 08:11:29
889.01,1,Virginia Beach,2,36.0,1,169.0,1.0,4826.88,2024-11-04 08:11:23
537.86,1,Kansas City,2,27.0,3,134.0,1.0,293.06,2024-11-04 08:09:27
241.18,1,Mesa,0,25.0,3,162.0,1.0,1445.53,2024-11-04 08:06:56
130.54,1,Atlanta,0,64.0,0,94.0,1.0,11204.62,2024-11-04 08:09:50
800.29,0,San Diego,1,20.0,3,84.0,1.0,693.4,2024-11-04 08:11:42
8.81,1,Dallas,2,57.0,0,165.0,1.0,13523.65,2024-11-04 08:09:40
28.52,1,Detroit,0,20.0,3,163.0,1.0,662.51,2024-11-04 08:08:28
431.31,0,Atlanta,2,23.0,3,99.0,1.0,342.73,2024-11-04 08:09:29
885.33,0,Raleigh,0,47.0,1,59.0,1.0,7764.16,2024-11-04 08:10:03
199.23,1,Tucson,0,29.0,1,54.0,1.0,9834.0,2024-11-04 08:07:46
42.26,1,Raleigh,0,44.0,0,171.0,1.0,268.77,2024-11-04 08:09:35
166.06,1,Indianapolis,0,30.0,1,172.0,1.0,5397.68,2024-11-04 08:07:04
588.37,1,Dallas,2,28.0,3,284.0,1.0,1926.08,2024-11-04 08:07:39
72.82,1,Houston,2,68.0,0,127.0,1.0,6911.62,2024-11-04 08:06:49
162.36,1,Tucson,2,36.0,1,147.0,1.0,7527.04,2024-11-04 08:09:02
584.82,0,Nashville,2,43.0,0,109.0,1.0,12071.1,2024-11-04 08:09:47
38.15,0,Oklahoma City,2,72.0,2,129.0,1.0,1425.47,2024-11-04 08:12:23
639.57,1,Philadelphia,1,60.0,0,43.0,1.0,11726.47,2024-11-04 08:12:02
58.23,1,Phoenix,2,28.0,3,34.0,1.0,9189.76,2024-11-04 08:09:59
776.21,0,Raleigh,2,78.0,2,99.0,1.0,4895.87,2024-11-04 08:06:38
188.61,1,Boston,2,67.0,2,26.0,1.0,7167.57,2024-11-04 08:06:23
675.37,0,Jacksonville,2,56.0,2,31.0,1.0,4704.91,2024-11-04 08:11:11
94.82,0,Columbus,1,67.0,2,56.0,1.0,1267.72,2024-11-04 08:12:17
425.18,0,Fresno,2,59.0,1,135.0,1.0,5790.55,2024-11-04 08:11:26
50.28,1,Oklahoma City,1,60.0,1,65.0,1.0,5729.1,2024-11-04 08:06:46
70.68,1,El Paso,2,25.0,3,105.0,1.0,1478.41,2024-11-04 08:10:55
261.77,1,Chicago,2,28.0,3,46.0,1.0,824.71,2024-11-04 08:11:48
183.22,1,Milwaukee,0,27.0,3,63.0,1.0,1024.42,2024-11-04 08:07:27
58.32,0,Louisville,1,29.0,1,275.0,4.0,6027.49,2024-11-04 08:06:58
156.86,1,Charlotte,0,51.0,0,102.0,1.0,14453.35,2024-11-04 08:10:27
120.67,1,Colorado Springs,0,42.0,0,233.0,1.0,5374.54,2024-11-04 08:12:08
308.62,0,Sacramento,1,59.0,1,101.0,1.0,9148.08,2024-11-04 08:06:47
506.81,1,Milwaukee,0,59.0,1,41.0,1.0,2757.23,2024-11-04 08:08:00
328.39,1,New York,0,41.0,1,108.0,1.0,2523.83,2024-11-04 08:11:57
796.3,1,Austin,1,67.0,2,64.0,1.0,1498.79,2024-11-04 08:08:32
72.47,1,Boston,2,29.0,0,72.0,1.0,1305.56,2024-11-04 08:11:10
279.6,1,Fort Worth,0,25.0,3,131.0,1.0,1910.9,2024-11-04 08:06:53
304.2,1,Indianapolis,2,25.0,3,102.0,1.0,423.64,2024-11-04 08:10:19
351.38,1,New York,1,64.0,2,21.0,1.0,7606.63,2024-11-04 08:06:32
86.07,1,Dallas,1,31.0,0,23.0,1.0,842.56,2024-11-04 08:12:19
604.5,1,Portland,0,28.0,3,80.0,1.0,709.42,2024-11-04 08:06:32
258.7,1,Charlotte,0,27.0,3,123.0,1.0,1358.37,2024-11-04 08:06:36
994.63,1,Austin,2,61.0,0,158.0,1.0,13538.14,2024-11-04 08:09:25
11.46,0,Austin,1,75.0,2,64.0,1.0,7258.33,2024-11-04 08:08:10
63.76,1,San Antonio,0,69.0,2,100.0,1.0,4980.26,2024-11-04 08:10:22
446.83,0,Miami,1,55.0,2,143.0,1.0,1623.5,2024-11-04 08:09:33
63.54,1,Dallas,0,26.0,1,136.0,1.0,4401.78,2024-11-04 08:07:31
81.11,1,Charlotte,2,48.0,1,110.0,1.0,2051.37,2024-11-04 08:07:46
441.26,0,Tucson,1,58.0,0,87.0,5.0,13704.92,2024-11-04 08:11:41
170.96,1,Washington,1,64.0,0,69.0,1.0,13374.89,2024-11-04 08:06:53
48.51,1,Austin,1,22.0,3,69.0,1.0,3363.23,2024-11-04 08:10:53
325.03,1,Jacksonville,1,60.0,0,106.0,1.0,13521.76,2024-11-04 08:10:08
738.94,1,Philadelphia,1,41.0,0,173.0,1.0,13856.18,2024-11-04 08:08:51
180.36,0,Oklahoma City,2,33.0,1,55.0,1.0,9905.23,2024-11-04 08:06:40
720.46,1,Tucson,1,54.0,2,44.0,1.0,3101.54,2024-11-04 08:08:35
1116.57,1,Tucson,0,56.0,2,104.0,1.0,1393.14,2024-11-04 08:07:14
291.46,1,Miami,0,57.0,2,135.0,1.0,7142.53,2024-11-04 08:10:03
1192.95,1,Las Vegas,1,23.0,3,73.0,1.0,325.15,2024-11-04 08:08:01
98.24,1,Mesa,2,28.0,3,148.0,1.0,580.66,2024-11-04 08:08:58
100.48,0,Milwaukee,1,18.0,3,104.0,1.0,6149.81,2024-11-04 08:12:12
45.9,1,Columbus,1,56.0,1,264.0,1.0,5698.25,2024-11-04 08:07:45
258.21,1,San Antonio,2,39.0,0,225.0,1.0,9562.41,2024-11-04 08:10:11
1079.11,1,Las Vegas,2,53.0,1,211.0,1.0,2038.31,2024-11-04 08:07:41
287.51,1,El Paso,2,22.0,3,255.0,1.0,187.65,2024-11-04 08:08:19
501.3,0,San Antonio,2,26.0,1,146.0,1.0,8520.08,2024-11-04 08:08:07
26.1,1,Mesa,0,27.0,3,32.0,1.0,1435.72,2024-11-04 08:07:09
436.77,1,Jacksonville,0,20.0,3,176.0,1.0,825.69,2024-11-04 08:09:11
1026.46,1,Philadelphia,1,53.0,2,165.0,1.0,3134.47,2024-11-04 08:07:24
123.35,0,Baltimore,2,31.0,0,10.0,1.0,6852.16,2024-11-04 08:09:58
139.52,1,Portland,1,23.0,3,31.0,1.0,1570.22,2024-11-04 08:08:00
122.85,0,Seattle,2,47.0,0,127.0,3.0,13185.39,2024-11-04 08:07:00
2.51,1,Baltimore,2,63.0,2,32.0,1.0,4891.56,2024-11-04 08:11:22
22.62,1,Virginia Beach,0,64.0,0,102.0,1.0,7682.0,2024-11-04 08:11:17
126.83,1,Austin,1,57.0,2,39.0,1.0,6100.98,2024-11-04 08:10:31
46.6,1,Detroit,2,55.0,0,68.0,1.0,1562.9,2024-11-04 08:06:23
243.8,1,San Francisco,1,57.0,0,48.0,1.0,13732.81,2024-11-04 08:10:09
231.51,0,Oklahoma City,1,60.0,2,96.0,1.0,5790.7,2024-11-04 08:12:09
762.74,1,Los Angeles,0,64.0,0,244.0,1.0,207.1,2024-11-04 08:06:39
34.03,1,Los Angeles,1,57.0,1,38.0,1.0,3077.2,2024-11-04 08:09:59
101.51,0,Tucson,2,46.0,1,199.0,1.0,3052.47,2024-11-04 08:11:54
309.42,1,Fresno,1,27.0,1,42.0,1.0,8564.46,2024-11-04 08:10:21
257.6,0,Fort Worth,2,59.0,2,293.0,1.0,7950.74,2024-11-04 08:09:57
82.01,0,Sacramento,1,23.0,3,156.0,1.0,287.46,2024-11-04 08:07:14
476.99,1,San Diego,2,23.0,3,187.0,1.0,1154.48,2024-11-04 08:10:10
333.39,1,Philadelphia,0,68.0,0,35.0,1.0,10628.59,2024-11-04 08:08:37
10.3,1,Fresno,0,47.0,1,197.0,1.0,7801.32,2024-11-04 08:10:12
737.46,0,Albuquerque,1,53.0,0,75.0,4.0,634.16,2024-11-04 08:07:37
98.95,1,Mesa,1,75.0,2,73.0,1.0,5670.82,2024-11-04 08:07:52
1154.79,1,Columbus,0,51.0,0,108.0,1.0,6180.3,2024-11-04 08:11:47
215.13,1,Charlotte,2,46.0,1,114.0,1.0,3956.69,2024-11-04 08:08:16
218.57,0,Memphis,1,62.0,0,102.0,1.0,13869.86,2024-11-04 08:08:19
341.88,1,Austin,0,43.0,1,89.0,1.0,4159.52,2024-11-04 08:11:00
50.43,1,San Jose,1,32.0,0,51.0,1.0,9794.26,2024-11-04 08:09:10
440.43,1,Colorado Springs,1,78.0,2,23.0,1.0,5123.24,2024-11-04 08:07:52
1.98,1,Seattle,0,66.0,0,170.0,1.0,11619.1,2024-11-04 08:10:47
173.45,1,Philadelphia,0,31.0,1,161.0,1.0,9077.62,2024-11-04 08:07:11
438.76,1,San Antonio,1,22.0,3,73.0,1.0,1824.19,2024-11-04 08:11:13
519.62,0,Washington,2,71.0,2,40.0,1.0,4159.33,2024-11-04 08:06:37
738.68,1,Chicago,2,50.0,0,124.0,1.0,14352.33,2024-11-04 08:11:40
151.14,1,Memphis,2,64.0,2,38.0,1.0,2156.54,2024-11-04 08:11:40
444.52,1,Louisville,2,27.0,1,17.0,1.0,5424.6,2024-11-04 08:06:58
5.29,1,Indianapolis,2,52.0,0,276.0,1.0,11263.89,2024-11-04 08:09:14
97.63,0,Milwaukee,2,48.0,0,127.0,1.0,12467.31,2024-11-04 08:11:10
256.95,1,San Diego,1,26.0,1,71.0,1.0,2531.24,2024-11-04 08:08:10
734.86,0,Boston,1,48.0,1,290.0,1.0,6242.03,2024-11-04 08:08:49
